Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10,State_County_Year
366,251,114,1,0,0,0,150,58,44,0,0,129,237,0,arkansaswashington2020
366,169,177,8,11,1,0,243,81,52,0,6,87,273,0,californiaalameda2020
359,327,29,2,1,0,0,156,50,37,0,0,359,0,0,californiaamador2020
366,149,178,18,16,3,2,508,110,54,0,0,159,204,3,californiabutte2020
364,206,135,10,12,1,0,210,79,48,0,0,182,177,5,californiacalaveras2020
366,218,116,9,22,1,0,221,87,42,0,0,148,190,28,californiacolusa2020
366,192,156,7,10,1,0,221,75,49,0,2,107,257,0,californiacontracosta2020
292,193,90,4,3,2,0,245,61,42,0,0,0,292,0,californiadelnorte2020
366,256,87,17,6,0,0,190,90,43,0,0,346,13,7,californiaeldorado2020
366,75,192,59,31,8,1,346,154,76,0,0,149,204,13,californiafresno2020
364,200,135,7,19,3,0,221,84,46,0,0,151,202,11,californiaglenn2020
366,318,45,3,0,0,0,109,53,29,0,0,225,80,61,californiahumboldt2020
366,94,244,26,2,0,0,166,97,60,0,1,153,146,66,californiaimperial2020
366,158,153,23,16,8,8,705,130,57,0,0,218,128,20,californiainyo2020
366,56,180,98,28,4,0,267,140,83,0,0,184,166,16,californiakern2020
366,76,220,54,13,2,1,548,124,70,0,0,118,199,49,californiakings2020
351,341,6,1,3,0,0,190,44,32,0,0,324,25,2,californialake2020
366,35,194,77,43,17,0,250,166,85,0,9,180,175,2,californialosangeles2020
366,104,209,34,15,4,0,275,113,64,0,0,173,174,19,californiamadera2020
366,272,85,4,4,1,0,231,62,36,0,8,148,210,0,californiamarin2020
366,195,123,27,10,6,5,1073,111,49,0,0,275,84,7,californiamariposa2020
366,240,103,10,10,0,3,716,79,40,0,0,112,252,2,californiamendocino2020
366,131,203,17,15,0,0,194,96,57,0,0,164,201,1,californiamerced2020
366,183,117,13,14,11,28,2088,224,51,0,0,0,331,35,californiamono2020
366,259,92,4,8,3,0,275,64,39,0,0,171,171,24,californiamonterey2020
365,259,91,7,7,1,0,224,66,39,3,0,163,199,0,californianapa2020
366,223,111,15,11,6,0,277,91,46,0,0,173,193,0,californianevada2020
366,118,207,28,11,2,0,218,108,56,0,4,153,207,2,californiaorange2020
366,130,195,20,15,6,0,247,108,57,0,0,181,177,8,californiaplacer2020
360,135,175,16,17,10,7,755,146,56,0,0,0,360,0,californiaplumas2020
366,42,179,98,36,9,2,584,159,87,0,0,211,124,31,californiariverside2020
366,145,185,17,16,3,0,226,100,55,0,0,166,191,9,californiasacramento2020
366,271,78,8,9,0,0,174,68,41,0,0,241,117,8,californiasanbenito2020
366,33,170,76,69,18,0,236,185,93,0,6,219,128,13,californiasanbernardino2020
366,33,284,35,14,0,0,192,108,74,0,0,100,263,3,californiasandiego2020
366,227,131,3,4,1,0,223,67,42,0,5,118,243,0,californiasanfrancisco2020
366,162,173,16,13,2,0,215,97,54,0,0,129,223,14,californiasanjoaquin2020
366,161,174,21,7,1,2,334,90,53,0,0,179,181,6,californiasanluisobispo2020
366,257,99,5,5,0,0,199,64,37,0,11,136,219,0,californiasanmateo2020
366,199,154,9,4,0,0,174,68,48,0,0,156,207,3,californiasantabarbara2020
366,174,172,11,9,0,0,198,81,52,0,3,107,256,0,californiasantaclara2020
366,261,85,6,10,1,3,624,68,39,0,0,138,228,0,californiasantacruz2020
366,295,63,6,2,0,0,171,66,41,0,0,339,27,0,californiashasta2020
366,272,71,10,9,2,2,468,66,39,0,0,210,156,0,californiasiskiyou2020
366,183,167,9,6,1,0,228,77,51,0,0,125,240,1,californiasolano2020
366,290,69,1,6,0,0,199,57,36,0,1,166,192,7,californiasonoma2020
366,131,198,21,16,0,0,195,102,60,0,1,169,182,14,californiastanislaus2020
366,162,173,15,13,2,1,356,90,53,0,0,140,222,4,californiasutter2020
366,216,117,12,19,2,0,218,94,46,0,0,214,152,0,californiatehama2020
343,215,100,12,13,3,0,211,81,36,0,0,0,343,0,californiatrinity2020
366,52,179,103,30,2,0,225,145,80,0,0,164,190,12,californiatulare2020
353,277,71,5,0,0,0,143,64,41,0,0,353,0,0,californiatuolumne2020
366,185,155,21,5,0,0,174,90,50,0,0,239,119,8,californiaventura2020
366,215,123,14,13,1,0,209,86,45,0,1,168,197,0,californiayolo2020
366,192,162,11,1,0,0,151,74,49,0,60,163,97,46,coloradoadams2020
119,112,7,0,0,0,0,65,40,14,0,0,0,119,0,coloradoalamosa2020
366,243,112,9,2,0,0,159,77,46,0,0,350,16,0,coloradoarapahoe2020
365,302,63,0,0,0,0,93,58,43,0,0,319,0,46,coloradoarchuleta2020
366,173,172,19,2,0,0,181,84,51,0,0,213,152,1,coloradoboulder2020
69,37,29,3,0,0,0,101,84,50,0,0,69,0,0,coloradochaffee2020
239,140,87,10,2,0,0,156,84,49,0,0,239,0,0,coloradoclearcreek2020
365,312,53,0,0,0,0,97,54,41,0,0,304,61,0,coloradodelta2020
366,137,212,17,0,0,0,150,80,53,0,83,115,167,1,coloradodenver2020
361,221,123,14,3,0,0,159,80,47,0,0,285,76,0,coloradodouglas2020
366,241,118,6,1,0,0,151,74,46,0,0,318,48,0,coloradoelpaso2020
17,17,0,0,0,0,0,27,20,11,0,0,0,0,17,coloradofremont2020
366,232,129,5,0,0,0,150,75,48,0,0,347,19,0,coloradogarfield2020
357,278,70,9,0,0,0,136,67,45,0,0,357,0,0,coloradogilpin2020
175,134,39,2,0,0,0,112,71,45,0,0,175,0,0,coloradogrand2020
335,270,62,3,0,0,0,115,58,44,0,0,335,0,0,coloradogunnison2020
81,73,8,0,0,0,0,85,41,7,0,0,0,81,0,coloradojackson2020
366,231,108,23,4,0,0,161,90,46,0,0,366,0,0,coloradojefferson2020
366,273,91,2,0,0,0,133,61,45,0,0,326,40,0,coloradolaplata2020
366,197,147,20,2,0,0,159,89,49,0,0,291,75,0,coloradolarimer2020
366,262,101,3,0,0,0,108,64,44,0,0,255,110,1,coloradomesa2020
366,301,63,2,0,0,0,126,58,44,0,0,366,0,0,coloradomontezuma2020
343,187,146,8,2,0,0,161,74,50,0,0,343,0,0,coloradopark2020
120,116,4,0,0,0,0,72,34,12,0,0,0,52,68,coloradopitkin2020
350,327,19,1,2,1,0,238,42,17,0,0,0,0,350,coloradoprowers2020
96,84,12,0,0,0,0,67,52,22,0,0,0,65,31,coloradopueblo2020
365,263,99,3,0,0,0,115,57,45,0,1,185,179,0,coloradorioblanco2020
358,353,5,0,0,0,0,68,29,14,0,0,0,0,358,coloradoroutt2020
119,115,4,0,0,0,0,73,31,9,0,0,0,119,0,coloradosanjuan2020
247,155,90,2,0,0,0,136,67,48,0,0,191,0,56,coloradosanmiguel2020
366,166,187,13,0,0,0,140,84,52,0,1,223,142,0,coloradoweld2020
366,217,136,12,1,0,0,161,80,47,0,6,150,210,0,connecticutfairfield2020
366,255,111,0,0,0,0,98,60,42,1,11,145,209,0,connecticuthartford2020
362,300,62,0,0,0,0,84,54,39,2,0,250,110,0,connecticutlitchfield2020
208,182,24,2,0,0,0,129,54,39,0,0,208,0,0,connecticutmiddlesex2020
366,210,143,11,2,0,0,174,77,46,1,7,158,198,2,connecticutnewhaven2020
365,274,87,3,1,0,0,172,61,41,0,0,149,216,0,connecticutnewlondon2020
206,192,14,0,0,0,0,93,48,39,0,0,206,0,0,connecticuttolland2020
356,345,11,0,0,0,0,87,44,35,0,0,356,0,0,connecticutwindham2020
92,0,37,35,20,0,0,185,158,115,0,0,0,92,0,countryofmexicobajacalifornianorte2020
146,125,20,1,0,0,0,101,64,41,0,0,146,0,0,countryofmexicosonora2020
362,296,66,0,0,0,0,80,54,39,0,0,208,154,0,delawarekent2020
366,231,133,2,0,0,0,105,63,46,0,3,139,224,0,delawarenewcastle2020
366,286,80,0,0,0,0,87,56,42,0,0,190,176,0,delawaresussex2020
366,248,117,0,1,0,0,171,58,44,0,25,138,203,0,districtofcolumbiadistrictofcolumbia2020
366,274,91,1,0,0,0,105,56,42,0,0,100,266,0,floridaalachua2020
363,283,78,2,0,0,0,140,55,40,0,0,137,226,0,floridabaker2020
363,210,151,2,0,0,0,146,62,47,0,0,92,271,0,floridabay2020
366,265,101,0,0,0,0,85,57,43,0,0,142,224,0,floridabrevard2020
366,192,172,2,0,0,0,142,60,49,0,0,59,307,0,floridabroward2020
359,241,117,1,0,0,0,125,59,43,0,0,0,359,0,floridacitrus2020
364,267,97,0,0,0,0,87,58,41,0,0,73,291,0,floridacollier2020
311,197,111,1,2,0,0,160,61,44,0,0,38,273,0,floridacolumbia2020
366,162,201,3,0,0,0,125,63,52,0,0,38,328,0,floridaduval2020
360,176,184,0,0,0,0,82,63,51,0,0,82,278,0,floridaescambia2020
366,363,3,0,0,0,0,64,43,31,0,0,366,0,0,floridaflagler2020
298,190,106,1,1,0,0,155,58,46,0,0,0,298,0,floridahamilton2020
358,345,13,0,0,0,0,74,44,31,0,0,358,0,0,floridahighlands2020
366,176,187,3,0,0,0,112,63,52,0,0,65,300,1,floridahillsborough2020
363,221,139,3,0,0,0,138,59,47,0,0,56,307,0,floridaholmes2020
338,323,15,0,0,0,0,87,47,37,0,0,338,0,0,floridaindianriver2020
366,354,12,0,0,0,0,87,45,32,0,0,366,0,0,floridalake2020
366,284,82,0,0,0,0,100,55,39,0,0,176,190,0,floridalee2020
366,185,178,2,1,0,0,163,63,49,0,0,33,333,0,floridaleon2020
358,356,2,0,0,0,0,51,44,31,0,0,358,0,0,floridaliberty2020
366,355,11,0,0,0,0,97,44,33,0,0,366,0,0,floridamanatee2020
366,229,137,0,0,0,0,100,59,46,0,0,66,300,0,floridamarion2020
365,275,90,0,0,0,0,96,57,42,0,0,93,272,0,floridamartin2020
366,226,140,0,0,0,0,90,62,45,0,1,63,302,0,floridamiami-dade2020
43,35,8,0,0,0,0,57,53,42,0,0,0,43,0,floridanassau2020
364,355,9,0,0,0,0,74,46,34,0,0,334,0,30,floridaokaloosa2020
366,354,12,0,0,0,0,93,45,34,0,0,366,0,0,floridaorange2020
366,354,12,0,0,0,0,90,44,32,0,0,366,0,0,floridaosceola2020
361,267,94,0,0,0,0,93,58,42,0,0,121,222,18,floridapalmbeach2020
366,355,11,0,0,0,0,77,46,35,0,0,366,0,0,floridapasco2020
366,226,140,0,0,0,0,100,60,46,0,0,76,290,0,floridapinellas2020
365,252,113,0,0,0,0,87,59,42,0,0,105,258,2,floridapolk2020
366,365,1,0,0,0,0,67,27,14,0,0,0,0,366,floridaputnam2020
365,223,142,0,0,0,0,86,61,47,0,0,100,265,0,floridasantarosa2020
366,244,122,0,0,0,0,90,60,44,0,0,88,278,0,floridasarasota2020
365,287,78,0,0,0,0,84,55,40,0,0,135,227,3,floridaseminole2020
360,351,9,0,0,0,0,74,44,33,0,0,360,0,0,floridast.lucie2020
362,252,110,0,0,0,0,77,56,44,0,0,116,246,0,floridavolusia2020
363,265,96,0,2,0,0,164,58,41,4,0,102,257,0,floridawakulla2020
366,262,104,0,0,0,0,97,57,42,0,0,61,305,0,georgiabibb2020
120,111,8,1,0,0,0,139,45,26,0,0,0,120,0,georgiacharlton2020
365,232,132,1,0,0,0,131,59,46,0,0,47,318,0,georgiachatham2020
245,244,1,0,0,0,0,58,43,32,0,0,245,0,0,georgiachattooga2020
366,249,117,0,0,0,0,99,59,44,0,0,80,286,0,georgiaclarke2020
121,86,35,0,0,0,0,91,59,38,0,0,0,121,0,georgiaclayton2020
285,243,42,0,0,0,0,91,54,36,0,0,195,90,0,georgiacobb2020
120,99,20,1,0,0,0,108,53,33,0,0,0,120,0,georgiacoffee2020
241,239,2,0,0,0,0,51,44,31,0,0,241,0,0,georgiacolumbia2020
245,239,6,0,0,0,0,74,43,31,0,0,245,0,0,georgiadawson2020
366,215,150,1,0,0,0,106,61,46,0,14,64,288,0,georgiadekalb2020
366,194,170,2,0,0,0,114,65,49,0,0,0,366,0,georgiadougherty2020
245,238,7,0,0,0,0,77,44,32,0,0,245,0,0,georgiadouglas2020
327,208,119,0,0,0,0,82,58,42,0,0,0,327,0,georgiafloyd2020
366,166,198,2,0,0,0,125,66,52,0,3,37,326,0,georgiafulton2020
285,256,29,0,0,0,0,97,51,33,0,0,198,87,0,georgiaglynn2020
364,246,117,1,0,0,0,101,60,43,0,0,95,269,0,georgiagwinnett2020
360,221,139,0,0,0,0,99,60,44,0,0,0,360,0,georgiahall2020
366,291,75,0,0,0,0,96,55,36,0,0,116,250,0,georgiahenry2020
363,202,160,1,0,0,0,114,62,47,0,0,0,363,0,georgiahouston2020
202,143,58,1,0,0,0,141,60,40,0,0,0,202,0,georgialowndes2020
272,257,15,0,0,0,0,61,46,34,0,0,227,45,0,georgiamurray2020
366,257,108,1,0,0,0,101,59,42,0,0,84,282,0,georgiamuscogee2020
354,351,3,0,0,0,0,64,44,33,0,0,354,0,0,georgiapike2020
366,175,190,1,0,0,0,114,64,51,0,0,44,307,15,georgiarichmond2020
244,232,12,0,0,0,0,77,46,34,0,0,244,0,0,georgiarockdale2020
240,237,3,0,0,0,0,64,44,32,0,0,240,0,0,georgiasumter2020
177,118,59,0,0,0,0,86,58,41,0,0,0,177,0,georgiawalker2020
354,230,122,2,0,0,0,112,59,43,0,0,0,354,0,georgiawashington2020
366,352,14,0,0,0,0,83,41,23,0,0,0,366,0,hawaiihawaii2020
366,363,3,0,0,0,0,63,38,28,0,1,229,133,3,hawaiihonolulu2020
365,361,4,0,0,0,0,52,32,15,0,69,0,296,0,hawaiikauai2020
349,343,6,0,0,0,0,61,31,21,0,0,0,349,0,hawaiimaui2020
366,242,106,11,7,0,0,198,76,44,0,8,170,187,1,idahoada2020
362,284,72,2,4,0,0,165,61,38,0,0,135,165,62,idahobannock2020
366,218,139,2,3,3,1,492,69,42,0,0,0,366,0,idahobenewah2020
365,323,34,6,2,0,0,172,53,19,0,0,0,365,0,idahoblaine2020
366,199,155,6,5,1,0,223,72,46,0,0,0,366,0,idahoboise2020
365,283,72,5,5,0,0,190,58,32,0,0,0,316,49,idahobonner2020
362,298,59,1,4,0,0,155,56,28,0,0,0,362,0,idahobonneville2020
364,334,28,1,1,0,0,152,50,40,0,0,352,12,0,idahobutte2020
366,210,140,10,6,0,0,158,76,42,0,0,0,352,14,idahocanyon2020
115,105,7,3,0,0,0,126,38,7,0,0,0,115,0,idahocuster2020
365,297,65,2,1,0,0,162,58,26,0,0,0,365,0,idahofranklin2020
366,244,113,3,5,1,0,209,64,40,0,0,127,239,0,idahoidaho2020
213,213,0,0,0,0,0,49,26,13,0,0,0,213,0,idahojerome2020
354,288,58,1,2,4,1,518,55,26,0,0,0,354,0,idahokootenai2020
361,319,35,0,1,4,2,415,52,21,0,0,0,361,0,idaholatah2020
365,194,160,8,3,0,0,168,80,46,0,0,0,365,0,idaholemhi2020
366,279,76,4,0,6,1,475,63,28,0,0,0,366,0,idahonezperce2020
366,221,138,0,3,3,1,440,68,41,0,0,0,364,2,idahoshoshone2020
364,313,44,3,4,0,0,163,56,24,0,0,0,364,0,idahotwinfalls2020
329,205,117,5,1,1,0,211,68,40,0,0,0,329,0,idahovalley2020
244,220,24,0,0,0,0,84,50,38,0,0,244,0,0,illinoisadams2020
366,250,114,2,0,0,0,126,61,44,0,0,156,210,0,illinoischampaign2020
363,347,16,0,0,0,0,97,45,31,0,0,363,0,0,illinoisclark2020
366,86,260,16,4,0,0,164,84,58,0,5,73,263,25,illinoiscook2020
366,213,149,3,1,0,0,154,64,47,0,0,114,252,0,illinoisdupage2020
166,156,10,0,0,0,0,84,48,37,0,0,166,0,0,illinoiseffingham2020
353,223,129,1,0,0,0,118,61,46,0,0,94,259,0,illinoishamilton2020
358,258,99,1,0,0,0,112,58,44,0,0,144,214,0,illinoisjersey2020
353,337,16,0,0,0,0,87,44,32,0,0,353,0,0,illinoisjodaviess2020
279,204,68,6,1,0,0,161,66,42,0,0,193,86,0,illinoiskane2020
241,199,31,10,1,0,0,185,74,39,0,0,241,0,0,illinoislake2020
362,214,148,0,0,0,0,90,60,46,0,0,100,262,0,illinoismacon2020
364,346,18,0,0,0,0,93,45,31,0,129,235,0,0,illinoismacoupin2020
365,129,233,3,0,0,0,112,71,54,0,0,91,273,1,illinoismadison2020
334,192,133,9,0,0,0,147,62,47,0,0,107,227,0,illinoismchenry2020
364,207,154,3,0,0,0,136,61,48,0,0,111,253,0,illinoismclean2020
364,247,116,1,0,0,0,115,61,44,0,0,169,195,0,illinoispeoria2020
366,243,121,2,0,0,0,103,59,44,0,0,113,253,0,illinoisrandolph2020
355,234,120,1,0,0,0,102,61,43,0,0,109,246,0,illinoisrockisland2020
365,260,105,0,0,0,0,100,60,42,0,73,111,181,0,illinoissaintclair2020
364,254,110,0,0,0,0,97,58,44,0,0,153,211,0,illinoissangamon2020
363,183,176,3,1,0,0,156,64,50,0,0,79,284,0,illinoiswill2020
366,205,160,1,0,0,0,101,64,47,0,0,84,282,0,illinoiswinnebago2020
366,232,132,2,0,0,0,120,61,45,0,0,150,216,0,indianaallen2020
366,275,91,0,0,0,0,97,57,41,0,0,191,175,0,indianabartholomew2020
352,330,20,2,0,0,0,101,48,32,0,0,352,0,0,indianaboone2020
364,349,15,0,0,0,0,80,44,33,0,0,364,0,0,indianabrown2020
364,352,12,0,0,0,0,100,44,31,0,0,364,0,0,indianacarroll2020
366,186,180,0,0,0,0,92,62,50,0,0,77,289,0,indianaclark2020
365,303,62,0,0,0,0,97,55,35,0,0,291,74,0,indianadelaware2020
123,78,45,0,0,0,0,71,59,44,0,0,0,121,2,indianadubois2020
366,254,110,0,2,0,0,161,58,42,0,0,139,227,0,indianaelkhart2020
363,347,15,1,0,0,0,143,44,32,0,0,363,0,0,indianafloyd2020
361,312,49,0,0,0,0,90,54,36,0,0,292,69,0,indianagreene2020
366,247,119,0,0,0,0,97,59,44,0,0,155,211,0,indianahamilton2020
366,348,18,0,0,0,0,87,45,32,0,0,366,0,0,indianahendricks2020
118,87,31,0,0,0,0,67,57,39,0,0,0,118,0,indianahenry2020
366,266,99,1,0,0,0,108,58,42,0,0,207,159,0,indianahoward2020
351,328,22,1,0,0,0,105,48,33,0,0,351,0,0,indianaknox2020
366,291,68,6,1,0,0,154,63,38,0,0,309,57,0,indianalaporte2020
366,161,199,6,0,0,0,136,68,52,0,1,86,275,4,indianalake2020
366,233,133,0,0,0,0,97,59,44,0,0,127,239,0,indianamadison2020
366,110,250,6,0,0,0,144,72,55,0,0,56,309,1,indianamarion2020
357,240,117,0,0,0,0,72,57,41,0,0,0,357,0,indianamonroe2020
366,352,13,1,0,0,0,105,45,34,0,0,366,0,0,indianaperry2020
366,247,113,5,1,0,0,151,61,43,0,0,193,165,8,indianaporter2020
355,336,18,1,0,0,0,112,45,31,0,0,355,0,0,indianaposey2020
366,347,18,1,0,0,0,115,46,32,0,0,366,0,0,indianashelby2020
122,80,42,0,0,0,0,67,58,42,0,0,0,122,0,indianaspencer2020
366,207,154,4,1,0,0,166,65,47,0,0,137,229,0,indianast.joseph2020
31,23,8,0,0,0,0,59,57,39,0,0,0,31,0,indianasullivan2020
348,167,181,0,0,0,0,73,61,51,0,0,0,348,0,indianatippecanoe2020
366,248,116,2,0,0,0,101,61,43,0,0,174,192,0,indianavanderburgh2020
366,223,142,1,0,0,0,112,61,46,0,0,135,231,0,indianavigo2020
363,337,26,0,0,0,0,97,49,35,0,0,363,0,0,indianawabash2020
366,347,17,2,0,0,0,112,47,33,0,0,366,0,0,indianawarrick2020
336,160,176,0,0,0,0,79,61,51,0,0,0,336,0,indianawhitley2020
366,239,127,0,0,0,0,92,59,42,0,0,0,366,0,iowablackhawk2020
244,232,12,0,0,0,0,87,45,35,0,0,244,0,0,iowabremer2020
122,120,2,0,0,0,0,60,37,18,0,0,0,0,122,iowacerrogordo2020
324,199,125,0,0,0,0,87,62,45,0,0,125,199,0,iowaclinton2020
242,223,19,0,0,0,0,87,49,37,0,0,242,0,0,iowaharrison2020
362,207,154,1,0,0,0,105,63,47,0,0,0,362,0,iowajohnson2020
118,83,35,0,0,0,0,76,58,40,0,0,0,118,0,iowalee2020
366,207,158,1,0,0,0,105,63,47,0,0,78,288,0,iowalinn2020
366,277,89,0,0,0,0,79,57,41,0,0,121,245,0,iowamontgomery2020
366,245,120,1,0,0,0,124,59,40,0,0,0,366,0,iowamuscatine2020
366,273,93,0,0,0,0,87,57,40,0,0,151,215,0,iowapaloalto2020
366,261,103,0,2,0,0,199,59,42,0,4,125,237,0,iowapolk2020
124,85,39,0,0,0,0,80,58,41,0,0,0,121,3,iowapottawattamie2020
366,173,190,2,1,0,0,156,66,52,0,0,73,215,78,iowascott2020
366,281,85,0,0,0,0,87,55,39,0,0,148,218,0,iowavanburen2020
122,92,30,0,0,0,0,81,56,39,0,0,0,122,0,iowawoodbury2020
121,110,11,0,0,0,0,63,47,24,0,0,0,121,0,kansaschase2020
302,297,5,0,0,0,0,79,29,11,0,0,0,0,302,kansasford2020
365,250,114,1,0,0,0,117,61,41,0,0,142,221,2,kansasjohnson2020
366,356,10,0,0,0,0,77,44,32,0,0,366,0,0,kansasleavenworth2020
366,235,129,2,0,0,0,106,59,44,0,0,108,250,8,kansasneosho2020
366,296,67,3,0,0,0,114,56,40,0,3,251,104,8,kansassedgwick2020
366,227,135,2,2,0,0,169,61,44,0,0,128,235,3,kansasshawnee2020
303,282,20,1,0,0,0,106,44,13,0,0,0,0,303,kansassherman2020
366,231,132,3,0,0,0,117,63,45,0,0,123,229,14,kansassumner2020
365,307,57,1,0,0,0,147,54,38,0,0,260,96,9,kansastrego2020
366,146,215,5,0,0,0,116,67,53,0,0,58,305,3,kansaswyandotte2020
263,242,21,0,0,0,0,74,48,34,0,0,215,48,0,kentuckybell2020
242,218,24,0,0,0,0,87,50,36,0,0,242,0,0,kentuckyboone2020
366,285,81,0,0,0,0,89,57,41,0,2,115,248,1,kentuckyboyd2020
240,224,15,1,0,0,0,115,48,37,0,0,240,0,0,kentuckybullitt2020
366,246,120,0,0,0,0,93,59,43,0,0,117,249,0,kentuckycampbell2020
285,273,12,0,0,0,0,64,45,33,0,0,209,75,1,kentuckycarter2020
320,249,71,0,0,0,0,85,56,41,0,0,179,141,0,kentuckychristian2020
366,254,111,1,0,0,0,105,59,43,0,1,126,239,0,kentuckydaviess2020
365,350,15,0,0,0,0,64,46,33,4,0,323,38,0,kentuckyedmonson2020
366,258,108,0,0,0,0,86,57,42,0,5,114,247,0,kentuckyfayette2020
243,241,2,0,0,0,0,61,44,33,0,0,243,0,0,kentuckygreenup2020
245,233,12,0,0,0,0,97,47,37,0,0,245,0,0,kentuckyhancock2020
366,268,98,0,0,0,0,80,56,43,0,0,125,241,0,kentuckyhardin2020
366,151,208,7,0,0,0,115,64,52,0,3,89,274,0,kentuckyjefferson2020
243,232,11,0,0,0,0,77,47,37,0,0,243,0,0,kentuckyjessamine2020
248,235,12,1,0,0,0,105,47,37,0,0,239,0,9,kentuckylivingston2020
366,239,126,1,0,0,0,111,61,44,0,4,102,260,0,kentuckymccracken2020
365,361,4,0,0,0,0,64,44,33,0,0,365,0,0,kentuckymorgan2020
239,218,21,0,0,0,0,97,49,38,0,0,239,0,0,kentuckyoldham2020
364,278,86,0,0,0,0,99,55,39,0,0,97,267,0,kentuckyperry2020
365,310,55,0,0,0,0,93,53,37,0,0,111,254,0,kentuckypike2020
283,246,37,0,0,0,0,77,52,38,0,0,196,87,0,kentuckypulaski2020
221,217,4,0,0,0,0,67,46,36,0,0,221,0,0,kentuckysimpson2020
362,350,12,0,0,0,0,84,45,34,0,0,362,0,0,kentuckytrigg2020
366,237,129,0,0,0,0,97,58,44,0,0,76,290,0,kentuckywarren2020
364,352,12,0,0,0,0,77,46,34,0,0,364,0,0,kentuckywashington2020
364,350,14,0,0,0,0,100,46,31,0,6,358,0,0,louisianaascension2020
362,269,92,1,0,0,0,105,58,40,0,0,172,184,6,louisianabossier2020
349,289,59,1,0,0,0,126,55,36,0,0,255,94,0,louisianacaddo2020
349,179,169,1,0,0,0,116,64,49,0,2,96,251,0,louisianacalcasieu2020
366,236,127,3,0,0,0,119,59,45,0,2,118,246,0,louisianaeastbatonrouge2020
366,306,57,3,0,0,0,136,56,38,0,0,302,64,0,louisianaiberville2020
366,280,86,0,0,0,0,87,59,40,0,1,184,181,0,louisianajefferson2020
364,203,160,1,0,0,0,120,62,45,0,0,124,240,0,louisianalafayette2020
366,212,153,1,0,0,0,115,61,48,0,0,71,295,0,louisianalafourche2020
355,206,148,1,0,0,0,105,62,47,0,0,85,270,0,louisianalivingston2020
366,297,69,0,0,0,0,90,55,33,2,65,0,293,6,louisianaorleans2020
362,324,37,1,0,0,0,111,51,34,0,0,289,73,0,louisianaouachita2020
362,343,19,0,0,0,0,100,45,32,0,0,362,0,0,louisianapointecoupee2020
121,95,25,1,0,0,0,103,56,34,0,0,0,121,0,louisianarapides2020
357,229,128,0,0,0,0,86,58,44,0,0,138,218,1,louisianast.bernard2020
357,351,6,0,0,0,0,90,44,29,0,0,357,0,0,louisianast.james2020
351,341,10,0,0,0,0,80,45,31,0,0,351,0,0,louisianast.johnthebaptist2020
358,337,21,0,0,0,0,87,48,33,0,0,358,0,0,louisianast.martin2020
364,268,96,0,0,0,0,90,57,39,0,0,179,185,0,louisianast.tammany2020
121,88,33,0,0,0,0,68,56,34,0,0,0,121,0,louisianatangipahoa2020
120,92,28,0,0,0,0,77,56,36,0,0,0,120,0,louisianaterrebonne2020
366,229,134,3,0,0,0,101,61,44,0,4,117,245,0,louisianawestbatonrouge2020
360,327,33,0,0,0,0,70,49,34,0,0,141,217,2,maineandroscoggin2020
366,316,49,0,0,1,0,205,53,36,0,0,187,164,15,mainearoostook2020
366,263,103,0,0,0,0,97,58,42,0,6,149,210,1,mainecumberland2020
366,336,29,1,0,0,0,105,50,36,0,0,348,18,0,mainehancock2020
230,221,9,0,0,0,0,67,45,35,0,4,188,38,0,mainekennebec2020
148,142,6,0,0,0,0,71,45,31,0,0,148,0,0,maineknox2020
324,299,25,0,0,0,0,69,47,36,0,0,177,147,0,maineoxford2020
363,338,25,0,0,0,0,76,47,33,0,0,184,177,2,mainepenobscot2020
353,351,2,0,0,0,0,61,44,33,0,0,344,9,0,mainewashington2020
235,223,12,0,0,0,0,87,47,39,0,0,235,0,0,maineyork2020
262,235,25,2,0,0,0,108,51,39,0,0,240,0,22,marylandannearundel2020
365,257,106,2,0,0,0,105,59,43,0,12,177,176,0,marylandbaltimore2020
363,293,70,0,0,0,0,97,56,38,0,57,120,185,1,marylandbaltimore(city)2020
238,235,3,0,0,0,0,67,44,35,0,0,238,0,0,marylandcalvert2020
242,225,17,0,0,0,0,84,49,39,0,0,242,0,0,marylandcarroll2020
357,309,48,0,0,0,0,97,54,38,0,0,194,163,0,marylandcecil2020
236,235,1,0,0,0,0,58,44,34,0,0,236,0,0,marylandcharles2020
365,339,26,0,0,0,0,84,48,36,0,0,309,56,0,marylanddorchester2020
237,217,20,0,0,0,0,90,49,40,0,0,237,0,0,marylandfrederick2020
365,345,20,0,0,0,0,71,47,37,0,0,297,68,0,marylandgarrett2020
357,286,70,1,0,0,0,119,58,41,0,0,198,159,0,marylandharford2020
364,297,67,0,0,0,0,71,54,37,5,48,0,311,0,marylandhoward2020
359,333,26,0,0,0,0,100,48,36,0,0,221,138,0,marylandkent2020
355,310,45,0,0,0,0,77,52,37,0,0,175,180,0,marylandmontgomery2020
366,314,51,1,0,0,0,105,55,39,0,1,239,126,0,marylandprincegeorge's2020
359,288,71,0,0,0,0,83,55,40,0,0,172,187,0,marylandwashington2020
351,339,10,2,0,0,0,108,46,36,0,0,338,13,0,massachusettsbarnstable2020
